playlist_name,added_at,track_name,artist_id,artist,album,album_type,release_date,duration_ms,duration_min,popularity,is_explicit,genres,track_id,track_url,preview_url
Studies,2025-09-10T03:22:09Z,Mia & Sebastian’s Theme,2snm3HmsnDUDxbIChdl2Oj,Justin Hurwitz,La La Land (Original Motion Picture Soundtrack),album,2016-12-09,98040,1.63,70,False,,1Vk4yRsz0iBzDiZEoFMQyv,https://open.spotify.com/track/1Vk4yRsz0iBzDiZEoFMQyv,
Studies,2025-09-15T23:24:14Z,Glimpse of Us X La La Land,58lQAzmAxDD6di02MvAWkv,Andy Morris,Glimpse of Us X La La Land,single,2022-11-21,243606,4.06,51,False,,7M1m2eNdCpnMLxNZnH55Eu,https://open.spotify.com/track/7M1m2eNdCpnMLxNZnH55Eu,
Studies,2025-09-15T23:24:21Z,Jacob and the Stone,0BNz24TKUn8Ov1ApFkLzA1,Emile Mosseri,Minari (Original Motion Picture Soundtrack),album,2021-02-12,98560,1.64,76,False,,2nltARCkZyrzjQANViDpuX,https://open.spotify.com/track/2nltARCkZyrzjQANViDpuX,
Studies,2025-09-16T19:32:08Z,Can You Hear The Music,24eDfi2MSYo3A87hCcgpIL,Ludwig Göransson,Oppenheimer (Original Motion Picture Soundtrack),album,2023-07-21,110160,1.84,72,False,soundtrack,4VnDmjYCZkyeqeb0NIKqdA,https://open.spotify.com/track/4VnDmjYCZkyeqeb0NIKqdA,
Studies,2025-09-16T19:38:34Z,Interstellar on Piano,58lQAzmAxDD6di02MvAWkv,Andy Morris,Interstellar on Piano,single,2022-04-10,139075,2.32,58,False,,06Muk6IyarouV5CXeQ2yBN,https://open.spotify.com/track/06Muk6IyarouV5CXeQ2yBN,
Studies,2025-09-16T19:38:42Z,Once Upon a Dream,0dOsUmRuQ52Tp8sEG10vjt,Invadable Harmony,Once Upon a Dream,single,2019-09-01,60413,1.01,63,False,,7F5zLFbg9gzx9iFNnBEvS3,https://open.spotify.com/track/7F5zLFbg9gzx9iFNnBEvS3,
Studies,2025-09-16T19:38:49Z,Idea 9,5nWYvcpaqKtp08cYxjOfFr,Gibran Alcocer,Idea 9,single,2023-05-26,137547,2.29,66,False,,3TdROUy5JZz1OcBKMZjeux,https://open.spotify.com/track/3TdROUy5JZz1OcBKMZjeux,
Studies,2025-09-16T19:38:56Z,Jacob's Prayer,0BNz24TKUn8Ov1ApFkLzA1,Emile Mosseri,Minari (Original Motion Picture Soundtrack),album,2021-02-12,94762,1.58,58,False,,6fHdMf1m47mDBcwvOiRGxQ,https://open.spotify.com/track/6fHdMf1m47mDBcwvOiRGxQ,
My Playlist #117,2025-07-09T16:15:55Z,Kashmir - Remaster,36QJpDe2go2KgaRleHCDTp,Led Zeppelin,Physical Graffiti (Deluxe Edition),album,1975-02-24,517125,8.62,70,False,"classic rock, rock, hard rock, rock and roll",6Vjk8MNXpQpi0F4BefdTyq,https://open.spotify.com/track/6Vjk8MNXpQpi0F4BefdTyq,
My Playlist #117,2025-07-09T16:16:08Z,Survive,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,Survive,single,2025-06-27,225211,3.75,78,False,soft pop,5vXPLxljVKyHDHuv3kIuKV,https://open.spotify.com/track/5vXPLxljVKyHDHuv3kIuKV,
My Playlist #117,2025-07-09T16:16:12Z,Manic,6bu7CtcOMWcS0BMq7snHW6,Wage War,Manic,album,2021-10-01,164666,2.74,60,False,"metalcore, metal, deathcore, djent",5d0CEohvmvqcizfc0cXn1t,https://open.spotify.com/track/5d0CEohvmvqcizfc0cXn1t,
My Playlist #117,2025-07-09T16:16:16Z,Zombie,6Ad91Jof8Niiw0lGLLi3NW,YUNGBLUD,Zombie,single,2025-05-30,246946,4.12,70,False,,7DQotDUGnJkXgNJv363GXF,https://open.spotify.com/track/7DQotDUGnJkXgNJv363GXF,
My Playlist #117,2025-07-09T16:16:20Z,Shotgun Blues,0L5fC7Ogm2YwgqVCRcF1bT,Volbeat,Servant Of The Mind (Deluxe),album,2021-12-03,267826,4.46,66,False,"rock, metal",2SMNxADB0ffqaIoOwl2x06,https://open.spotify.com/track/2SMNxADB0ffqaIoOwl2x06,
My Playlist #117,2025-07-09T16:16:27Z,Baggy Jeans,6d4jrmreCmsenscuieJERc,The Band CAMINO,Baggy Jeans,single,2025-05-23,194426,3.24,44,False,,0BCrBLJfmn3hhZqFlS699g,https://open.spotify.com/track/0BCrBLJfmn3hhZqFlS699g,
My Playlist #117,2025-07-09T16:16:41Z,Surrounded By Heads And Bodies,3mIj9lX2MWuHmhNCA7LSCW,The 1975,A Brief Inquiry Into Online Relationships,album,2018-11-30,236073,3.93,41,False,,4EGVeQKn8WyzCmCx5YTIc4,https://open.spotify.com/track/4EGVeQKn8WyzCmCx5YTIc4,
My Playlist #117,2025-07-09T16:16:54Z,Let There Be Rock,711MCceyCBcFnzjGY4Q7Un,AC/DC,Let There Be Rock,album,1977-03-21,366346,6.11,64,False,"rock, hard rock, classic rock, rock and roll",753KutoAy00apPsplMRetG,https://open.spotify.com/track/753KutoAy00apPsplMRetG,
My Playlist #117,2025-07-09T16:17:34Z,Landmine,246dkjvS1zLTtiykXe5h60,Post Malone,AUSTIN (Bonus),album,2023-08-02,184607,3.08,21,False,,03hFV2fW04ms5oSguLYn5r,https://open.spotify.com/track/03hFV2fW04ms5oSguLYn5r,
My Playlist #117,2025-07-09T16:18:25Z,The Craving (Jenna's version),3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,Clancy,album,2024-05-24,174133,2.9,60,False,,4hfqe20vqkuRv1RDsA1LbQ,https://open.spotify.com/track/4hfqe20vqkuRv1RDsA1LbQ,
My Playlist #117,2025-07-09T16:18:30Z,Oldies Station,3YQKmKGau1PzlVlkL1iodx,Twenty One Pilots,Clancy,album,2024-05-24,228000,3.8,63,False,,7dI0mSvbdJTynUnEkWIom1,https://open.spotify.com/track/7dI0mSvbdJTynUnEkWIom1,
My Playlist #117,2025-07-09T16:19:11Z,Sandstorm - Acoustic,0gadJ2b9A4SKsB1RFkBb66,Passenger,Songs for the Drunk and Broken Hearted,album,2021-01-08,250413,4.17,16,False,folk pop,1z14RGzGpfXOHWbfqE6hQj,https://open.spotify.com/track/1z14RGzGpfXOHWbfqE6hQj,
My Playlist #117,2025-07-09T16:19:57Z,Master Of Puppets,2ye2Wgw4gimLv2eAKyk1NB,Metallica,Master Of Puppets (Remastered),album,1986-03-03,515386,8.59,79,False,"metal, thrash metal, rock, heavy metal, hard rock",2MuWTIM3b0YEAskbeeFE1i,https://open.spotify.com/track/2MuWTIM3b0YEAskbeeFE1i,
My Playlist #117,2025-07-09T16:20:35Z,Crow,0nJaMZM8paoA5HEUTUXPqi,Bear's Den,So that you might hear me,album,2019-04-26,296800,4.95,34,False,"folk pop, indie folk",2Oq5UPVAHHegdrtluEhoEO,https://open.spotify.com/track/2Oq5UPVAHHegdrtluEhoEO,
My Playlist #117,2025-07-09T16:20:52Z,Til You're Home - Acoustic Mix,7fRabwYwLBgvOudI9GY2Op,David Hodges,A Man Called Otto (Original Motion Picture Soundtrack),album,2022-12-30,169276,2.82,45,False,,43vXr8p0npNgpINqlJBW1Y,https://open.spotify.com/track/43vXr8p0npNgpINqlJBW1Y,
My Playlist #117,2025-07-09T16:21:30Z,A Cure For Minds Unwell,4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,Broken By Desire To Be Heavenly Sent (Extended Edition),album,2024-01-01,204430,3.41,66,False,soft pop,4PwTyisf9W7zfhAAflOKag,https://open.spotify.com/track/4PwTyisf9W7zfhAAflOKag,
My Playlist #117,2025-07-09T16:27:19Z,Cleopatra,16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,Cleopatra,album,2016-04-08,201413,3.36,74,False,"folk pop, indie folk",2AXY5WABx7NjWw1zb4qCdc,https://open.spotify.com/track/2AXY5WABx7NjWw1zb4qCdc,
Queue,2025-02-06T01:01:43Z,Sorry 4 The Wait,55Aa2cqylxrFIXC767Z865,Lil Wayne,Sorry 4 The Wait,album,2022-01-14,156525,2.61,63,True,"rap, hip hop",524yEMK9wdiqPMqkE9kd9H,https://open.spotify.com/track/524yEMK9wdiqPMqkE9kd9H,
Queue,2025-02-06T01:01:45Z,Let There Be Rock,711MCceyCBcFnzjGY4Q7Un,AC/DC,Let There Be Rock,album,1977-03-21,366346,6.11,64,False,"rock, hard rock, classic rock, rock and roll",753KutoAy00apPsplMRetG,https://open.spotify.com/track/753KutoAy00apPsplMRetG,
Queue,2025-02-06T01:01:51Z,For Those About to Rock (We Salute You),711MCceyCBcFnzjGY4Q7Un,AC/DC,For Those About to Rock (We Salute You),album,1981-11-23,344240,5.74,67,False,"rock, hard rock, classic rock, rock and roll",17lu4tymfnhmcIDlzBbtAb,https://open.spotify.com/track/17lu4tymfnhmcIDlzBbtAb,
Queue,2025-02-06T01:02:07Z,Moneytalks,711MCceyCBcFnzjGY4Q7Un,AC/DC,The Razors Edge,album,1990-09-24,225946,3.77,68,False,"rock, hard rock, classic rock, rock and roll",5u5F7qLDvZjBSktaDp4HxB,https://open.spotify.com/track/5u5F7qLDvZjBSktaDp4HxB,
Queue,2025-02-06T01:02:11Z,Shoot to Thrill,711MCceyCBcFnzjGY4Q7Un,AC/DC,Back In Black,album,1980-07-25,317426,5.29,75,False,"rock, hard rock, classic rock, rock and roll",0C80GCp0mMuBzLf3EAXqxv,https://open.spotify.com/track/0C80GCp0mMuBzLf3EAXqxv,
Queue,2025-02-06T01:02:29Z,I Wanna Rock,7b85ve82Sh36a3UAx74wut,Twisted Sister,Stay Hungry,album,1984-05-10,183390,3.06,69,False,"glam metal, glam rock",64ywvJE5j3PmRHzuah2WKR,https://open.spotify.com/track/64ywvJE5j3PmRHzuah2WKR,
Queue,2025-02-06T01:02:50Z,Dirty Harry (feat. Bootie Brown),3AA28KZvwAUcZuOKwyblJQ,"Gorillaz, Bootie Brown",Demon Days,album,2005-05-23,230426,3.84,77,False,,2bfGNzdiRa1jXZRdfssSzR,https://open.spotify.com/track/2bfGNzdiRa1jXZRdfssSzR,
Queue,2025-02-06T01:02:55Z,New Gold (feat. Tame Impala and Bootie Brown),3AA28KZvwAUcZuOKwyblJQ,"Gorillaz, Tame Impala, Bootie Brown",Cracker Island,album,2023-02-24,215149,3.59,76,True,,60SvhHtwefT0e2G7i7kOH3,https://open.spotify.com/track/60SvhHtwefT0e2G7i7kOH3,
Queue,2025-02-06T01:03:01Z,Kickstart My Heart,0cc6vw3VN8YlIcvr1v7tBL,Mötley Crüe,Dr Feelgood,album,1989,282708,4.71,1,False,"glam metal, glam rock, hard rock",1RQwcsdHIW5p86cx8zuf1I,https://open.spotify.com/track/1RQwcsdHIW5p86cx8zuf1I,
Queue,2025-02-06T01:03:26Z,Clint Eastwood,3AA28KZvwAUcZuOKwyblJQ,"Gorillaz, Del The Funky Homosapien",Gorillaz,album,2001,340920,5.68,75,True,,7yMiX7n9SBvadzox8T5jzT,https://open.spotify.com/track/7yMiX7n9SBvadzox8T5jzT,
Queue,2025-02-06T01:03:40Z,19-2000,3AA28KZvwAUcZuOKwyblJQ,"Gorillaz, Miho Hatori, Tina Weymouth",Gorillaz,album,2001,210880,3.51,66,False,,1kSWrMDt439cT64WpjJigW,https://open.spotify.com/track/1kSWrMDt439cT64WpjJigW,
Queue,2025-02-06T01:04:01Z,Going The Distance,5fge6vobDunRkgaVl54Uh0,The Rocky Soloists & Orchestra,Rocky Balboa,album,2011-11-29,157622,2.63,41,False,,09ZLthJQ2SCYKMsrsDPcfw,https://open.spotify.com/track/09ZLthJQ2SCYKMsrsDPcfw,
Queue,2025-02-06T01:04:37Z,Phonky Town,1SwmXTElW9TlkK2Rydgb4D,PlayaPhonk,Phonky Town,single,2021-03-16,141343,2.36,62,True,"phonk, drift phonk",5mnpMkzp3Z2RCCbwIEZCbv,https://open.spotify.com/track/5mnpMkzp3Z2RCCbwIEZCbv,
Queue,2025-02-06T01:04:45Z,FE!N (feat. Playboi Carti),0Y5tJX1MQlPlqiwlOH1tJY,"Travis Scott, Playboi Carti",UTOPIA,album,2023-07-28,191700,3.19,84,True,rap,42VsgItocQwOQC3XWZ8JNA,https://open.spotify.com/track/42VsgItocQwOQC3XWZ8JNA,
Queue,2025-02-21T16:36:03Z,DEAD OR ALIVE,6pdcQa7by8IKuoVXvgknlI,Rilès,SURVIVAL MODE,album,2025-01-10,157250,2.62,4,False,french rap,5C43sApDg4ocRl9NMXOPgc,https://open.spotify.com/track/5C43sApDg4ocRl9NMXOPgc,
Queue,2025-04-09T03:59:36Z,Shotgun Blues,0L5fC7Ogm2YwgqVCRcF1bT,Volbeat,Servant Of The Mind (Deluxe),album,2021-12-03,267826,4.46,66,False,"rock, metal",2SMNxADB0ffqaIoOwl2x06,https://open.spotify.com/track/2SMNxADB0ffqaIoOwl2x06,
Queue,2025-04-09T03:59:50Z,We Rock,4CYeVo5iZbtYGBN4Isc3n6,Dio,Diamonds - The Best Of Dio,compilation,1992-01-01,275160,4.59,26,False,"heavy metal, metal, hard rock, glam metal",5qo8HipgkkuQ9tItiBiTaO,https://open.spotify.com/track/5qo8HipgkkuQ9tItiBiTaO,
Queue,2025-04-09T04:00:04Z,Hair Of The Dog,6fvN9GmMCVKb5LY0WsnjFP,Nazareth,Hair Of The Dog,album,1975-01-01,249240,4.15,57,False,hard rock,1wXE6zvNWRz8GuMfEUgETz,https://open.spotify.com/track/1wXE6zvNWRz8GuMfEUgETz,
Queue,2025-05-07T04:09:31Z,Us vs. Them (feat. Gucci Mane),0VRj0yCOv2FXJNP47XQnx5,"Quavo, Takeoff, Gucci Mane",Us vs. Them (feat. Gucci Mane),single,2022-07-29,216013,3.6,49,True,,6x3gud5JkOSGYJpRUYN1Gg,https://open.spotify.com/track/6x3gud5JkOSGYJpRUYN1Gg,
Queue,2025-06-12T12:46:54Z,Bein Myself (feat. Mannie Fresh),55Aa2cqylxrFIXC767Z865,"Lil Wayne, Mannie Fresh",Tha Carter VI,album,2025-06-06,279771,4.66,43,True,"rap, hip hop",60bfqfsO1affF9zJ2UP9Tf,https://open.spotify.com/track/60bfqfsO1affF9zJ2UP9Tf,
Queue,2025-06-12T12:46:59Z,Loki’s Theme,55Aa2cqylxrFIXC767Z865,Lil Wayne,Tha Carter VI,album,2025-06-06,250499,4.17,46,True,"rap, hip hop",6qkmzDMwkFXDmuBt8x7wZp,https://open.spotify.com/track/6qkmzDMwkFXDmuBt8x7wZp,
Queue,2025-06-12T12:47:04Z,Bells,55Aa2cqylxrFIXC767Z865,Lil Wayne,Tha Carter VI,album,2025-06-06,204493,3.41,53,True,"rap, hip hop",5IBaJDzPGl6e2hOfhjymMb,https://open.spotify.com/track/5IBaJDzPGl6e2hOfhjymMb,
Queue,2025-06-12T12:47:10Z,Banned From NO,55Aa2cqylxrFIXC767Z865,Lil Wayne,Tha Carter VI,album,2025-06-06,218288,3.64,49,True,"rap, hip hop",1EP5tYdr5adANtbs4XUvqw,https://open.spotify.com/track/1EP5tYdr5adANtbs4XUvqw,
Queue,2025-06-12T12:47:21Z,Helter Skelter - Remastered 2009,3WrFJ7ztbogyGnTHbHJFl2,The Beatles,The Beatles (Remastered),album,1968-11-22,269786,4.5,60,False,"classic rock, psychedelic rock",0Bs0hUYxz7REyIHH7tRhL2,https://open.spotify.com/track/0Bs0hUYxz7REyIHH7tRhL2,
Queue,2025-06-16T16:27:57Z,NAIL5,6bu7CtcOMWcS0BMq7snHW6,Wage War,NAIL5,single,2024-04-12,153622,2.56,44,False,"metalcore, metal, deathcore, djent",7qD4fAVNgkhhQ7TAfwcLCa,https://open.spotify.com/track/7qD4fAVNgkhhQ7TAfwcLCa,
Queue,2025-06-16T16:28:02Z,Manic,6bu7CtcOMWcS0BMq7snHW6,Wage War,Manic,album,2021-10-01,164666,2.74,60,False,"metalcore, metal, deathcore, djent",5d0CEohvmvqcizfc0cXn1t,https://open.spotify.com/track/5d0CEohvmvqcizfc0cXn1t,
Queue,2025-08-25T11:56:42Z,"Lose Yourself - From ""8 Mile"" Soundtrack",7dGJo4pcD2V6oG8kP0tJRR,Eminem,Curtain Call: The Hits,compilation,2005-12-06,321213,5.35,58,False,"rap, hip hop",1a3xfVZyJnlKn4t65ccBbp,https://open.spotify.com/track/1a3xfVZyJnlKn4t65ccBbp,
Queue,2025-08-25T12:11:44Z,Iron Man - 2012 - Remaster,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,Paranoid (Remaster),album,1970-09-18,355303,5.92,70,False,"metal, heavy metal, rock, stoner rock, doom metal, hard rock",3IOQZRcEkplCXg6LofKqE9,https://open.spotify.com/track/3IOQZRcEkplCXg6LofKqE9,
Queue,2025-08-25T12:11:48Z,No Sleep Till Brooklyn,03r4iKL2g2442PT9n2UKsx,Beastie Boys,Licensed To Ill,album,1986-11-15,246933,4.12,70,True,"rap rock, old school hip hop, east coast hip hop, hip hop",5qxChyzKLEyoPJ5qGrdurN,https://open.spotify.com/track/5qxChyzKLEyoPJ5qGrdurN,
Queue,2025-08-25T12:11:56Z,Sabotage,03r4iKL2g2442PT9n2UKsx,Beastie Boys,Ill Communication,album,1994-05-23,178440,2.97,73,True,"rap rock, old school hip hop, east coast hip hop, hip hop",0Puj4YlTm6xNzDDADXHMI9,https://open.spotify.com/track/0Puj4YlTm6xNzDDADXHMI9,
Queue,2025-09-09T12:26:49Z,Love Bites - Remastered 2017,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,Hysteria (Super Deluxe),album,1987-08-03,346960,5.78,67,False,"glam metal, glam rock, classic rock",3Dfy8YIxq89i84t108TvMi,https://open.spotify.com/track/3Dfy8YIxq89i84t108TvMi,
Queue,2025-09-21T00:31:37Z,Immortally Insane,14pVkFUHDL207LzLHtSA18,Pantera,Reinventing the Steel (20th Anniversary Edition),album,2020-10-30,311083,5.18,45,True,"groove metal, metal, thrash metal, heavy metal",7icuG5KBzs7UEBd8WuDler,https://open.spotify.com/track/7icuG5KBzs7UEBd8WuDler,
Queue,2025-09-21T00:31:52Z,Groundhog's Day,64mPnRMMeudAet0E62ypkx,Primus,Frizzle Fry (Remastered),album,1990-02-07,298466,4.97,38,False,"funk rock, alternative metal, alternative rock, nu metal",0bZDcpG7Je20SINsbsdFdE,https://open.spotify.com/track/0bZDcpG7Je20SINsbsdFdE,
The Most Beautiful Piano Pieces,2021-03-15T04:23:32Z,Clair De Lune,1Uff91EOsvd99rtAupatMP,"Claude Debussy, Rousseau",Clair De Lune,single,2019-10-09,291479,4.86,43,False,"classical, classical piano",4RhCFJeYAeBNuEZIJzyC2F,https://open.spotify.com/track/4RhCFJeYAeBNuEZIJzyC2F,
The Most Beautiful Piano Pieces,2021-03-15T04:25:07Z,Nocturne in C# Minor - No. 20,1Mtd57xUzIfeCexQtWRvgr,Rousseau,Nocturne in C# Minor - No. 20,single,2019-09-25,246264,4.1,43,False,"classical piano, classical",1VHqFueZgOOEJrrpluWLcn,https://open.spotify.com/track/1VHqFueZgOOEJrrpluWLcn,
The Most Beautiful Piano Pieces,2021-03-15T04:26:21Z,Serenade,2p0UyoPfYfI76PCStuXfOP,"Franz Schubert, Rousseau",Serenade,single,2020-01-13,368257,6.14,41,False,"classical piano, classical, chamber music",3XyZRXamS6vocyzl0bAATP,https://open.spotify.com/track/3XyZRXamS6vocyzl0bAATP,
The Most Beautiful Piano Pieces,2021-03-15T04:27:44Z,Nocturne in Eb Major (Op. 9 No. 2),1Mtd57xUzIfeCexQtWRvgr,Rousseau,Nocturne in Eb Major (Op. 9 No. 2),single,2018-08-01,272343,4.54,42,False,"classical piano, classical",0lPryy0ztPJCOmXYJdDf1m,https://open.spotify.com/track/0lPryy0ztPJCOmXYJdDf1m,
The Most Beautiful Piano Pieces,2021-03-15T04:28:51Z,Nuvole Bianche,1Mtd57xUzIfeCexQtWRvgr,Rousseau,Nuvole Bianche,single,2019-10-23,377132,6.29,38,False,"classical piano, classical",6K96hNCyL9fO4asP3SmhUU,https://open.spotify.com/track/6K96hNCyL9fO4asP3SmhUU,
The Most Beautiful Piano Pieces,2021-03-15T04:29:34Z,River Flows in You,1Mtd57xUzIfeCexQtWRvgr,Rousseau,River Flows in You,single,2018-10-08,191257,3.19,43,False,"classical piano, classical",38jxOVOX2SMDlWQxm0N7L7,https://open.spotify.com/track/38jxOVOX2SMDlWQxm0N7L7,
The Most Beautiful Piano Pieces,2021-03-15T04:29:42Z,Fly,1Mtd57xUzIfeCexQtWRvgr,Rousseau,Fly,single,2018-10-29,275813,4.6,36,False,"classical piano, classical",76RD1X2DqPv15TN1tzd7yv,https://open.spotify.com/track/76RD1X2DqPv15TN1tzd7yv,
The Most Beautiful Piano Pieces,2021-12-29T05:33:12Z,Arrival Of The Birds,1ZdYtMz23pVhlIRTmPIDEm,Francesco Parrino,"Piano Covers, Pt. 4",album,2018-10-23,297500,4.96,38,False,,6thWthConlL66utbecfGdm,https://open.spotify.com/track/6thWthConlL66utbecfGdm,
The Most Beautiful Piano Pieces,2021-11-19T08:59:30Z,Corazón de Niño,7aKABlGTdOJkSML40kD64b,Jacob's Piano,Corazón de Niño,single,2018-08-07,228000,3.8,45,False,,4wNj2BFcywCnyfA7t7D1FG,https://open.spotify.com/track/4wNj2BFcywCnyfA7t7D1FG,
The Most Beautiful Piano Pieces,2021-03-15T04:29:51Z,Prelude in C Major,1Mtd57xUzIfeCexQtWRvgr,Rousseau,Prelude in C Major,single,2019-02-03,137313,2.29,40,False,"classical piano, classical",3b1p2uoKyYmxF3YGvVHCQF,https://open.spotify.com/track/3b1p2uoKyYmxF3YGvVHCQF,
The Most Beautiful Piano Pieces,2021-12-29T05:33:28Z,"The About Time Theme (from ""About Time"")",7aKABlGTdOJkSML40kD64b,Jacob's Piano,4 Soundtracks,single,2017-04-10,134000,2.23,40,False,,3vNvsZN07t6gasusfWTYZ1,https://open.spotify.com/track/3vNvsZN07t6gasusfWTYZ1,
The Most Beautiful Piano Pieces,2021-03-15T04:30:00Z,Comptine d'un autre été (Amélie),1Mtd57xUzIfeCexQtWRvgr,Rousseau,Comptine d'un autre été (Amélie),single,2019-02-03,164968,2.75,45,False,"classical piano, classical",5jbMJw424evBZyukPkZFyf,https://open.spotify.com/track/5jbMJw424evBZyukPkZFyf,
The Most Beautiful Piano Pieces,2021-11-19T08:59:40Z,"Nocturne No. 1 in B-Flat Minor, Op. 9 No. 1",7y97mc3bZRFXzT2szRM4L4,"Frédéric Chopin, Park Eun Shik",The Nocturnes,album,2019-12-13,330332,5.51,37,False,"classical piano, classical",7tqC7d7qs8rgxy9C3e1Je8,https://open.spotify.com/track/7tqC7d7qs8rgxy9C3e1Je8,
The Most Beautiful Piano Pieces,2021-03-15T04:30:43Z,Liebestraum No. 3,1385hLNbrnbCJGokfH2ac2,"Franz Liszt, Rousseau",Liebestraum No. 3,single,2019-08-23,264895,4.41,41,False,"classical piano, classical",3P33yGqxuVenVHipzDVcTf,https://open.spotify.com/track/3P33yGqxuVenVHipzDVcTf,
The Most Beautiful Piano Pieces,2021-03-15T04:31:02Z,"Nocturne in E Flat Major, Op. 9 - No.2",7y97mc3bZRFXzT2szRM4L4,"Frédéric Chopin, Rousseau","Nocturne in E Flat Major, Op. 9 - No.2",single,2019-10-07,272343,4.54,35,False,"classical piano, classical",78CU2gtOvvw3dMbWtKOmv8,https://open.spotify.com/track/78CU2gtOvvw3dMbWtKOmv8,
The Most Beautiful Piano Pieces,2021-11-19T08:59:47Z,"Deux Arabesques, L66: No. 1: Andantino con moto",1Uff91EOsvd99rtAupatMP,"Claude Debussy, Kathryn Stott","Debussy, Ravel: Piano Music",album,1991,272133,4.54,50,False,"classical, classical piano",6VnSkysUFuLEayG0LIQlVF,https://open.spotify.com/track/6VnSkysUFuLEayG0LIQlVF,
The Most Beautiful Piano Pieces,2021-03-15T04:31:18Z,Für Elise,2wOqMjp9TyABvtHdOSOTUS,"Ludwig van Beethoven, Rousseau",Für Elise,single,2019-10-11,149062,2.48,35,False,"classical, classical piano, chamber music",67aOPrXRfgIe9hH8FXKDn0,https://open.spotify.com/track/67aOPrXRfgIe9hH8FXKDn0,
The Most Beautiful Piano Pieces,2021-03-15T04:31:27Z,"Moonlight Sonata, Mvt. 1",2wOqMjp9TyABvtHdOSOTUS,"Ludwig van Beethoven, Rousseau","Moonlight Sonata, Mvt. 1",single,2019-10-16,419577,6.99,37,False,"classical, classical piano, chamber music",0Bbs6Mrod8757lvxmFfvvA,https://open.spotify.com/track/0Bbs6Mrod8757lvxmFfvvA,
The Most Beautiful Piano Pieces,2021-03-15T04:31:39Z,Gymnopedie No. 1,459INk8vcC0ebEef82WjIK,"Erik Satie, Rousseau",Gymnopedie No. 1,single,2019-12-11,220000,3.67,34,False,"classical, classical piano",4HDZIhb3gVufyMQR6Bw0NX,https://open.spotify.com/track/4HDZIhb3gVufyMQR6Bw0NX,
The Most Beautiful Piano Pieces,2021-03-15T04:31:54Z,Una Mattina,1Mtd57xUzIfeCexQtWRvgr,Rousseau,Una Mattina,single,2019-12-20,201132,3.35,33,False,"classical piano, classical",2HBtIkSQDnSIR0xI175UoX,https://open.spotify.com/track/2HBtIkSQDnSIR0xI175UoX,
The Most Beautiful Piano Pieces,2021-11-19T09:00:14Z,"Theme from Schindler's List (Reprise) (from ""Schindler's List"")",7aKABlGTdOJkSML40kD64b,Jacob's Piano,4 Soundtracks,single,2017-04-10,124000,2.07,41,False,,70BN4sYHBT7iIOHfNXXqbs,https://open.spotify.com/track/70BN4sYHBT7iIOHfNXXqbs,
The Most Beautiful Piano Pieces,2021-03-15T04:32:01Z,Prelude in C,0ebni9QrrWMvEgH40nOWZQ,"Johann Christian Bach, Rousseau",Prelude in C,single,2019-12-23,137313,2.29,31,False,classical,7ycgW4FhA902EnsRVJeuZr,https://open.spotify.com/track/7ycgW4FhA902EnsRVJeuZr,
The Most Beautiful Piano Pieces,2021-03-15T04:32:49Z,Reverie,1Uff91EOsvd99rtAupatMP,"Claude Debussy, Rousseau",Reverie,single,2020-01-17,308263,5.14,33,False,"classical, classical piano",6vFehDl1fp84vixHB85Sv8,https://open.spotify.com/track/6vFehDl1fp84vixHB85Sv8,
The Most Beautiful Piano Pieces,2021-03-15T04:35:01Z,"Prelude in E Minor, Op. 28 - No. 4",7y97mc3bZRFXzT2szRM4L4,"Frédéric Chopin, Rousseau","Prelude in E Minor, Op. 28 - No. 4",single,2019-12-12,172132,2.87,32,False,"classical piano, classical",0cwO8Nl1FqwDKs9lMzEeED,https://open.spotify.com/track/0cwO8Nl1FqwDKs9lMzEeED,
The Most Beautiful Piano Pieces,2021-03-15T04:39:56Z,"Comptine d'un autre été, l'après-midi",00sazWvoTLOqg5MFwC68Um,Yann Tiersen,Amelie from Montmartre (Original SoundTrack),album,2001-04-23,140733,2.35,0,False,,3YYKrn3iGOAel605Znt3ai,https://open.spotify.com/track/3YYKrn3iGOAel605Znt3ai,
The Most Beautiful Piano Pieces,2021-03-15T04:40:08Z,Dearly Beloved,0HSGaSAaBPZJq4lisoWA59,Kyle Landry,Dearly Beloved,single,2018-02-15,414615,6.91,41,False,,4vn4JP8AGiHPGv5qIZHOOT,https://open.spotify.com/track/4vn4JP8AGiHPGv5qIZHOOT,
The Most Beautiful Piano Pieces,2021-03-15T04:40:20Z,Fly,2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,Divenire,album,2006-10-23,278933,4.65,58,False,"neoclassical, classical",4yLSpYlcO0jPPLTa3nW8zN,https://open.spotify.com/track/4yLSpYlcO0jPPLTa3nW8zN,
